"the_geom","segmentid","bikeid","prevbikeid","status","boro","street","fromstreet","tostreet","onoffst","facilitycl","allclasses","bikedir","lanecount","ft_facilit","tf_facilit","ft2facilit","tf2facilit","instdate","ret_date","grnwy","gwsystem","gwsys2","spur","gwyjuris"
"MULTILINESTRING ((-73.95172338255475 40.77365653226938, -73.95126173428277 40.77429193990935))","37747.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95172338255475 40.77365653226938, -73.95126173428277 40.77429193990935))","37747.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.95126173428277 40.77429193990935, -73.95079834744827 40.774927768136564))","37749.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.95126173428277 40.77429193990935, -73.95079834744827 40.774927768136564))","37749.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95079834744827 40.774927768136564, -73.95033856495913 40.77556320878027))","37751.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.95079834744827 40.774927768136564, -73.95033856495913 40.77556320878027))","37751.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95270421517729 40.77656141166118, -73.9522399523438 40.77719359807354))","37753.0","8196.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.9522399523438 40.77719359807354, -73.95174238315079 40.7778743056945))","37755.0","8196.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95174238315079 40.7778743056945, -73.95124788445398 40.77855085207926))","37757.0","8193.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","II","II","L","1",,"Curbside",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95124788445398 40.77855085207926, -73.95079229152299 40.779179704289035))","37759.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.9534921242718 40.77949662265317, -73.95303367925392 40.78012545546159))","37762.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95303367925392 40.78012545546159, -73.95257421951474 40.780753034273886))","37763.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95257421951474 40.780753034273886, -73.95212203240747 40.78138670971695))","37765.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95212203240747 40.78138670971695, -73.95165920754393 40.782007673685676))","37767.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95212203240747 40.78138670971695, -73.949880808549 40.780435845137426))","37768.0","306.0","NA","Current","1","E 90 ST","EAST END AV","5 AV","ON","II","II","R","1","Conventional",,,,"2007-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95371787744855 40.78205557998934, -73.95212203240747 40.78138670971695))","37771.0","306.0","NA","Current","1","E 90 ST","EAST END AV","5 AV","ON","II","II","R","1","Conventional",,,,"2007-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95165920754393 40.782007673685676, -73.95119927304115 40.78263339161343))","37779.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95119927304115 40.78263339161343, -73.95073913841718 40.783261710013356))","37781.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95073913841718 40.783261710013356, -73.95028254890161 40.78389046929441))","37783.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95437706250362 40.794803603117586, -73.95346839550214 40.79523089182298))","37830.0","2217.0","NA","Current","1","EAST DR","TERRACE DR","CENTRAL PARK N","ON","I","I","R","1","Protected",,,,"1979-05-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95111102412449 40.79428503485571, -73.94950835578345 40.79360570989136))","37837.0","320.0","NA","Current","1","E 106 ST","5 AV","1 AV","ON","II","II","2","2","Conventional","Conventional",,,"2014-08-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95346839550214 40.79523089182298, -73.95344010554044 40.795254962469606, -73.95341410853155 40.79528048113938, -73.9533905313482 40.79530732451667, -73.95336948902286 40.79533535757451, -73.95335108592508 40.79536444438098, -73.95333541458236 40.795394439994325, -73.95332254975064 40.79542519676391, -73.95331255552423 40.79545656433319, -73.95330548059768 40.79548838693604, -73.95330136181654 40.795520508801516, -73.95330021825563 40.79555277054913, -73.95330205476935 40.795585014593414, -73.95330686318012 40.795617080641996, -73.95331514036988 40.79564671224295, -73.95332599984303 40.79567585771841, -73.9533393931113 40.79570438827644, -73.95335526220627 40.79573217602189, -73.9533735337526 40.79575909665497, -73.95339412844541 40.79578503217695, -73.9534169539454 40.79580986458393, -73.95344190842636 40.79583348577335, -73.95346888058158 40.79585578853952, -73.95349774961876 40.79587667377724, -73.95352838881541 40.79589604958309, -73.95356066078108 40.795913828551754, -73.95359442100956 40.795929931379796, -73.95362951906318 40.79594428776637, -73.95366579976096 40.79595683191133, -73.95370310080456 40.795967508818016, -73.95374125633462 40.795976271592814, -73.95381162842993 40.795983781166335, -73.95388251619407 40.79598756463475, -73.9539535795543 40.79598760475181, -73.95402447487093 40.7959839013801, -73.9540948608627 40.795976471493525, -73.9541644009752 40.79596535097918, -73.95423275982654 40.79595059463587, -73.95429960795047 40.79593227167358, -73.95436462297722 40.79591047201724, -73.95442749319326 40.795885299104164, -73.95448791635371 40.79585687438599, -73.954545602054 40.79582533462795, -73.95460027054527 40.79579083190842, -73.9546516610293 40.795753532721506, -73.95469952573598 40.795713615273215))","37842.0","2217.0","NA","Current","1","EAST DR","TERRACE DR","CENTRAL PARK N","ON","I","I","R","1","Protected",,,,"1979-05-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95033856495913 40.77556320878027, -73.9498733665682 40.77619649027342))","37856.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95033856495913 40.77556320878027, -73.9498733665682 40.77619649027342))","37856.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.9498733665682 40.77619649027342, -73.949374388389 40.776876102961474))","37868.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.9498733665682 40.77619649027342, -73.949374388389 40.776876102961474))","37868.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.949374388389 40.776876102961474, -73.94888041983413 40.777553284289176))","37870.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.949374388389 40.776876102961474, -73.94888041983413 40.777553284289176))","37870.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94888041983413 40.777553284289176, -73.94842272606623 40.7781826404876))","37871.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94888041983413 40.777553284289176, -73.94842272606623 40.7781826404876))","37871.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.94842272606623 40.7781826404876, -73.94796768151046 40.77880646512302))","37873.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94842272606623 40.7781826404876, -73.94796768151046 40.77880646512302))","37873.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.95033629800278 40.77980996825675, -73.949880808549 40.780435845137426))","37875.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.949880808549 40.780435845137426, -73.94750818068421 40.77943712248902))","37878.0","306.0","NA","Current","1","E 90 ST","EAST END AV","5 AV","ON","II","II","R","1","Conventional",,,,"2007-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94942155728252 40.78105893686004, -73.947049218817 40.78006434640019))","37879.0","310.0","NA","Current","1","E 91 ST","YORK AV","2 AV","ON","II","II","L","1",,"Conventional",,,"2007-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94942155728252 40.78105893686004, -73.94896177091563 40.781688877478224))","37880.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94796768151046 40.77880646512302, -73.94750818068421 40.77943712248902))","37881.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.94796768151046 40.77880646512302, -73.94750818068421 40.77943712248902))","37881.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94750818068421 40.77943712248902, -73.947049218817 40.78006434640019))","37883.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.94750818068421 40.77943712248902, -73.947049218817 40.78006434640019))","37883.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94750818068421 40.77943712248902, -73.94525440129674 40.77848598086876))","37884.0","306.0","NA","Current","1","E 90 ST","EAST END AV","5 AV","ON","II","II","R","1","Conventional",,,,"2007-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.947049218817 40.78006434640019, -73.94659059152688 40.780691973808295))","37885.0","6453.0","19","Current","1","1 AV","E 72 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2013-10-10T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.947049218817 40.78006434640019, -73.94659059152688 40.780691973808295))","37885.0","19.0","NA","Retired","1","1 AV","E 72 ST","E 96 ST","ON","II","II","R","1","Conventional",,,,"1981-01-01T00:00:00.000","1981-01-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.947049218817 40.78006434640019, -73.94477504649883 40.7791450729153))","37886.0","310.0","NA","Current","1","E 91 ST","YORK AV","2 AV","ON","II","II","L","1",,"Conventional",,,"2007-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.95028254890161 40.78389046929441, -73.94982390395467 40.78451556977846))","37888.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94896177091563 40.781688877478224, -73.94851306788769 40.78232203324732))","37889.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94851306788769 40.78232203324732, -73.94803869415072 40.78294226874871))","37891.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94803869415072 40.78294226874871, -73.94757763284905 40.78356790590559))","37893.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94757763284905 40.78356790590559, -73.94708951889795 40.784244905959966))","37895.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94982390395467 40.78451556977846, -73.94933170631127 40.78519312585096))","37898.0","7178.0","NA","Current","1","3 AVENUE","E 86 ST","E 96 ST","ON","I","I","R","1","Protected",,,,"2023-12-08T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94708951889795 40.784244905959966, -73.94658817799568 40.78494137739901))","37905.0","2334.0","NA","Current","1","2 AVE","104 ST","E 84 ST","ON","I","I","L","1",,"Protected",,,"2016-12-02T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94942287852531 40.7966063842881, -73.94939666592697 40.7965963565241, -73.94936964776143 40.796587650334025, -73.94934194012133 40.796580304489765, -73.94931365910539 40.7965743496589, -73.94928492792646 40.796569810208744, -73.9492558674302 40.7965667069036, -73.94922660202239 40.79656505330557, -73.94919725611499 40.79656485487231, -73.9491679576775 40.79656611346117, -73.94913882876014 40.79656882372311, -73.94910999497297 40.796572974007184, -73.94908157956098 40.79657854635802, -73.94905370458909 40.79658551651644, -73.94902648738635 40.796593855718655, -73.9490000441016 40.79660352889711, -73.94897448970538 40.79661449287917, -73.9489499320608 40.79662670178774, -73.94892647548134 40.796640103440694, -73.94890422072937 40.7966546411518, -73.94888326264778 40.79667025192891, -73.94886369134262 40.79668686917564, -73.94884558981292 40.7967044235911))","37954.0","2668.0","NA","Current","1","DUKE ELLINGTON CR","E 110 ST","W 110 ST","ON","II","II","R","1","Curbside Buffered",,,,"2018-09-21T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94906517886056 40.79710049399105, -73.94878702865125 40.79748283818328))","37960.0","8214.0","NA","Current","1","5 AV","FRAWLEY CR","E 120 ST","ON","I","I","2","2","Protected","Protected",,,"2020-10-14T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.92398142947745 40.774615112423675, -73.92279264457548 40.77396229474043))","68674.0","1867.0","NA","Current","4","HOYT AV S","21 ST","29 ST","ON","II","II","R","1","Conventional Buffered",,,,"2010-07-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.94884558981292 40.7967044235911, -73.94883597616769 40.796724805738876, -73.9488282829401 40.79674565429676, -73.94882254931584 40.796766863924084, -73.94881880144689 40.79678832837367, -73.9488170607464 40.796809940495834, -73.94881733440911 40.796831592233865, -73.94881962252067 40.7968531746273, -73.94882391094617 40.796874580510284, -73.94883018081084 40.796895702714735, -73.94883840020488 40.7969164349672, -73.94884852773653 40.79693667369142, -73.94886051253313 40.796956317107885, -73.94887429423807 40.79697526883575, -73.94888980420053 40.796993431589954, -73.94890696546862 40.79701071618627, -73.9489256916093 40.79702703523709, -73.94894588907468 40.797042307655374, -73.94896745601919 40.79705645595222, -73.94899028585102 40.797069410741244, -73.9490142636799 40.79708110713484, -73.94903926987138 40.79709148564649, -73.94906517886056 40.79710049399105))","37961.0","2668.0","NA","Current","1","DUKE ELLINGTON CR","E 110 ST","W 110 ST","ON","II","II","R","1","Curbside Buffered",,,,"2018-09-21T00:00:00.000",,,,,,
